,Brand,Model_Name,Model_Number,Original_Price,Offered_Price,Discount,Rating,Rating_Count,Sim_Size,Sim_Type,Tech_Category,Touch_Screen,Display_Size,PCam_Avl,Primary_Camera,SCam_avl,Secondary_Camera,Int_Memory,RAM,Expandable_Memory,Memory_Card_Type,Memory_Card_Slot,Battery
470,Itel,IT 2163,IT 2163,899,899,,4,"2,629 Ratings & 248 Reviews",Full Size,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,,,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,1000 mAh
471,OPPO,A52,CPH2061,"19,990","16,990",15% off,4.3,"3,333 Ratings & 261 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,12MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,256 GB,microSD,Dedicated Slot,5000 mAh
472,Kechaoda,K6,K6,882,882,,3.8,"1,026 Ratings & 118 Reviews",Normal SIM,Dual Sim,Feature Phones,No,4.45 cm (1.75 inch),Yes,0.1MP Rear Camera,,,,50 MB,,,Dedicated Slot,1800 mAh
473,Karbonn,K9 Mini,K9 Mini,852,852,,3.8,"1,044 Ratings & 61 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.08MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
474,Apple,iPhone 12 Pro Max,MGDE3HN/A,"1,39,900","1,39,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,256 GB,,,,,
475,Vivo,V19,vivo 1933 / PD1969F_EX,"30,990","24,990",19% off,4.4,"10,999 Ratings & 1,132 Reviews",Nano,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP + 8MP Dual Front Camera,128 GB,8 GB,512 GB,microSD,Dedicated Slot,4500 mAh
476,Nokia,3310 DS,A00028112,"4,399","3,589",18% off,3.8,"28,313 Ratings & 3,135 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,2MP Rear Camera,,,16 MB,,32 GB,microSD,Dedicated Slot,1200 mAh
477,Kechaoda,K66 Plus,K66 Plus,989,958,3% off,4,"18,350 Ratings & 1,584 Reviews",Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,850 mAh
478,Lava,A1200,8904247509833,"1,449","1,151",20% off,4.2,"1,490 Ratings & 181 Reviews",Mini SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,24 MB,32 MB,32 GB,,Dedicated Slot,1750 mAh
479,Redmi,Redmi Note 9 Pro,MZB9105IN / M2003J6A1I,"19,975","19,975",,4.3,871 Ratings & 55 Reviews,Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
480,Kechaoda,K10,K10,907,907,,4,"7,218 Ratings & 551 Reviews",Micro SIM,Single Sim,Feature Phones,No,1.68 cm (0.66 inch),No,,No,,32 MB,32 MB,,,Dedicated Slot,300 mAh
481,POCO,X2,MZB8745IN,"18,999","17,499",7% off,4.5,"2,26,273 Ratings & 25,012 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP + 2MP Dual Front Camera,64 GB,6 GB,512 GB,microSD,Hybrid Slot,4500 mAh
482,Samsung,Guru FM Plus SM-B110E/D,SM-B110EZKDINS,"1,662","1,662",,4.3,"52,409 Ratings & 5,491 Reviews",Full Size SIM,Dual Sim,Feature Phones,No,3.81 cm (1.5 inch),,,,,NA,,,,,800 mAh
483,Micromax,X749,X749,"1,540","1,244",19% off,4.1,"1,793 Ratings & 232 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
484,OPPO,A11K,CPH2083,"10,990","8,490",22% off,4.2,"4,443 Ratings & 358 Reviews",Nano + Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP + 2MP,Yes,5MP Front Camera,32 GB,2 GB,256 GB,microSD,Dedicated Slot,4230 mAh
485,Micromax,X749,X749,"1,540","1,244",19% off,4.1,"1,793 Ratings & 232 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
486,Kechaoda,K28,K28,"1,250","1,099",12% off,4.1,"1,120 Ratings & 108 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,16 GB,,Dedicated Slot,1700 mAh
487,Samsung,Galaxy S10 Lite,SM-G770FZWSINU,"35,999","35,999",,4.5,"12,168 Ratings & 2,998 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,48MP + 12MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,1 TB,,Hybrid Slot,4500 mAh
488,Redmi,Redmi Note 9 Pro Max,M2003J6B1I,"17,389","17,389",,4.4,"3,345 Ratings & 299 Reviews",,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),,64MP Rear Camera,,,64 GB,6 GB,,,Dedicated Slot,5020 mAh
489,Kechaoda,K60,K60,"1,460","1,460",,4,897 Ratings & 95 Reviews,Normal SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,0.3MP Front Camera,32 MB,32 MB,16 GB,,Dedicated Slot,3600 mAh
490,Redmi,Redmi 8A Dual,MZB8953IN / M2001K3I,"8,999","8,498",5% off,4.2,"10,342 Ratings & 702 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,512 GB,,Dedicated Slot,5000 mAh
491,iQOO,3,I1927,"37,990","29,990",21% off,4.5,"11,157 Ratings & 1,911 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,48MP + 13MP + 13MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,,,,4440 mAh
492,iQOO,3,I1927,"37,990","29,990",21% off,4.5,"11,157 Ratings & 1,911 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,48MP + 13MP + 13MP + 2MP,Yes,16MP Front Camera,128 GB,8 GB,,,,4440 mAh
493,Apple,iPhone 12 Mini,MGDY3HN/A,"69,900","69,900",,4.6,199 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,13.72 cm (5.4 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
494,Samsung,Galaxy M21,m215fzkgins,"15,999","15,999",,4.3,882 Ratings & 69 Reviews,,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 5MP,Yes,20MP Front Camera,128 GB,6 GB,512 GB,microSDXC,Dedicated Slot,6000 mAh
495,Kechaoda,K111,K111,"1,049",899,14% off,4,184 Ratings & 12 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,2MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
496,OPPO,F17,CPH2095,"20,990","16,990",19% off,4.3,"2,413 Ratings & 194 Reviews",Nano,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,16MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,,,Dedicated Slot,4015 mAh
497,OPPO,F17,CPH2095,"20,990","16,990",19% off,4.3,"2,413 Ratings & 194 Reviews",Nano,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,16MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,,,Dedicated Slot,4015 mAh
498,Kechaoda,A26,A26,935,935,,4.1,"5,021 Ratings & 417 Reviews",Micro,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
499,Samsung,Galaxy M11,SM-M115FZKDINS,"11,799","10,089",14% off,4.2,"8,715 Ratings & 735 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,13MP + 5MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,512 GB,microSD,Dedicated Slot,5000 mAh
500,Kechaoda,A26,A26,935,935,,4.1,"5,021 Ratings & 417 Reviews",Micro,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
501,Samsung,Galaxy A21s,SM-A217FZW1INS/ SM-A217FZWGINS,"17,999","14,999",16% off,4.2,"12,637 Ratings & 1,289 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,13MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
502,Kechaoda,A26,A26,985,985,,4.1,"5,021 Ratings & 417 Reviews",Micro,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
503,Samsung,M31 Prime,SM-M315FLBGINU,"17,832","17,832",,4.3,168 Ratings & 24 Reviews,,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),,64MP Rear Camera,,,128 GB,6 GB,,,Dedicated Slot,6000 mAh
504,Micromax,X388,X388,"1,499","1,060",29% off,3.9,"1,892 Ratings & 200 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.03MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
505,Samsung,Galaxy M01s,SM-M017FZAGINS,"9,360","9,360",1% off,4.3,268 Ratings & 21 Reviews,nano,Dual Sim,Smartphones,Yes,15.75 cm (6.2 inch),Yes,13MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,512 GB,MicroSD,Dedicated Slot,4000 mAh
506,Redmi,Redmi Note 9 Pro Max,M2003J6B1l,"20,899","19,794",5% off,4.4,"3,345 Ratings & 299 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP,Yes,32MP Front Camera,128 GB,6 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
507,Karbonn,KX4,KX4,849,849,,3.7,54 Ratings & 3 Reviews,Mini SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.08MP Rear Camera,No,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,1000 mAh
508,Samsung,M31 Prime,SM-M315FZBG1 / sm-m315fzbginu / M315FZKGINU / SM-M315FZKGINU,"19,990","17,177",14% off,4.3,168 Ratings & 24 Reviews,,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),,64MP Rear Camera,,,128 GB,6 GB,,,Dedicated Slot,6000 mAh
509,Kechaoda,K115,K115,919,919,2% off,4.1,"16,531 Ratings & 1,484 Reviews",Micro SIM,Dual Sim,Feature Phones,No,3.66 cm (1.44 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,850 mAh
510,Samsung,Galaxy A10s,SM-A107FZKGINS,"10,445","10,285",1% off,4.3,"2,041 Ratings & 162 Reviews",,Dual Sim,Smartphones,Yes,15.75 cm (6.2 inch),Yes,13MP + 2MP,,8MP Front Camera,32 GB,3 GB,512 GB,,,4000 mAh
511,Itel,It 5605n,It 5605n,"1,218","1,155",5% off,4.1,"1,034 Ratings & 96 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,2500 mAh
512,Itel,It 5605n,It 5605n,"1,225","1,225",,4.1,"1,034 Ratings & 96 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,2500 mAh
513,Itel,Power 400,It5617,"1,319","1,319",1% off,4.1,"1,792 Ratings & 191 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,2500 mAh
514,Itel,Power 400,It5617,"1,329","1,329",,4.1,"1,792 Ratings & 191 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,2500 mAh
515,Lava,Gem Wave,Gem Wave,"1,549","1,549",1% off,4.2,882 Ratings & 102 Reviews,,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
516,Karbonn,K888 Metal,K888 Metal,"1,599","1,599",,3.8,"4,171 Ratings & 466 Reviews",,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,16 GB,microSD,Dedicated Slot,3000 mAh
517,Redmi,Redmi Note 9,B086982ZKF / m2003j15si,"17,495","16,845",3% off,4.4,"1,619 Ratings & 106 Reviews",nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP Rear Camera,Yes,,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5020 mAh
518,Redmi,Redmi 9 Prime,M2004J19I / M2004J191,"13,659","11,585",15% off,4.3,"6,111 Ratings & 418 Reviews",,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,13MP Rear Camera,Yes,,128 GB,4 GB,256 GB,,Hybrid Slot,5020 mAh
519,Micromax,X809,X809,"1,999","1,219",39% off,3.9,"1,476 Ratings & 129 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
520,Vivo,U10,Vivo 1916/PD1928BF_IN,"10,990","10,990",,4.4,"42,216 Ratings & 3,085 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 8MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,5000 mAh
521,KXD,M3+,M3+,"1,399",799,42% off,4.6,10 Ratings & 0 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,2500 mAh
522,Apple,iPhone SE,MXVT2HN/A,"54,900","47,999",12% off,4.5,"77,260 Ratings & 6,780 Reviews",Nano + eSIM,Dual Sim,Smartphones,Yes,11.94 cm (4.7 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,256 GB,,,,,
523,Vivo,Y91i,vivo 1820,"8,950","8,950",,4.3,"35,906 Ratings & 2,596 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,256 GB,microSD,Dedicated Slot,4030 mAh
524,Samsung,Galaxy M11,SM-M115FMBEINS,"12,999","12,999",,4.2,"5,418 Ratings & 458 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,13MP + 5MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
525,Nokia,C3,SP01Z01Z2249Y,"8,499","7,199",15% off,4,335 Ratings & 33 Reviews,Nano,Dual Sim,Smartphones,Yes,15.21 cm (5.99 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,microSD,Dedicated Slot,3040 mAh
526,Realme,6 Pro,RBS0625IN,"17,999","17,999",,4.4,"55,283 Ratings & 6,105 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.76 cm (6.6 inch),Yes,64MP + 12MP + 8MP + 2MP,Yes,16MP + 8MP Dual Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,4300 mAh
527,Karbonn,KX26i,KX26i,999,949,5% off,4.3,62 Ratings & 5 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,,,,32 MB,32 MB,,,Dedicated Slot,1450 mAh
528,I,K6303 Dual Sim Mobile,K6303,799,799,,3.8,"3,163 Ratings & 342 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,8 GB,,Dedicated Slot,1800 mAh
529,Samsung,Galaxy A21s,SM-A217FZK1INS / SM-A217FZKGINS / SM-A217FZK5INS,"17,999","14,999",16% off,4.2,"12,637 Ratings & 1,289 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,13MP Front Camera,64 GB,4 GB,512 GB,microSD,Dedicated Slot,5000 mAh
530,Kechaoda,K60,K60,"1,499","1,450",3% off,4,897 Ratings & 95 Reviews,Normal SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,0.3MP Front Camera,32 MB,32 MB,16 GB,,Dedicated Slot,3600 mAh
531,Kechaoda,A27,A27,921,921,,4.1,"2,289 Ratings & 219 Reviews",Micro SIM,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
532,OPPO,A5 2020,CPH1931,"12,600","12,600",,4.4,"2,691 Ratings & 216 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,12MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,3 GB,,,Dedicated Slot,5000 mAh
533,Kechaoda,K66 Plus,K66 Plus,933,933,,4,"18,350 Ratings & 1,584 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,32 GB,,Dedicated Slot,400 mAh
534,Apple,iPhone 12,MGJ83HN/A,"79,900","79,900",,4.7,494 Ratings & 51 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,64 GB,,,,,
535,Karbonn,KX23,KX23,"1,073","1,019",5% off,3.7,170 Ratings & 12 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.2MP Rear Camera,,,20 MB,20 MB,,,Dedicated Slot,1900 mAh
536,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,999","14,368",4% off,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
537,Itel,VISION 1,L6005,"7,190","6,390",11% off,3.7,32 Ratings & 3 Reviews,NANO +NANO,Dual Sim,Smartphones,Yes,15.46 cm (6.088 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,128 GB,MICRO SD,Dedicated Slot,4000 mAh
538,Karbonn,KX4,KX4,783,783,2% off,3.7,54 Ratings & 3 Reviews,Mini SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.08MP Rear Camera,No,,32 MB,32 MB,32 GB,microSD,Dedicated Slot,1000 mAh
539,OPPO,Reno3 Pro,CPH2035,"24,990","24,990",,4.4,"3,252 Ratings & 329 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 13MP + 8MP + 2MP,Yes,44MP + 2MP Dual Front Camera,128 GB,8 GB,256 GB,,Dedicated Slot,4025 mAh
540,Samsung,Galaxy A51,SM-A515FZB1INS/ SM-A515FZBWINS,"25,999","22,999",11% off,4.3,"7,448 Ratings & 950 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,6 GB,512 GB,,Dedicated Slot,4000 mAh
541,Itel,Power 400,It5617,"1,339","1,339",,4.1,"1,792 Ratings & 191 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,2500 mAh
542,KXD,M8,M8,"1,099",699,36% off,3.9,49 Ratings & 13 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,1000 mAh
543,Kechaoda,K9,K9,"1,299","1,199",7% off,4,"1,068 Ratings & 115 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,16 GB,,Dedicated Slot,1700 mAh
544,Itel,it5607,it5607,"1,199","1,199",,4.1,393 Ratings & 37 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
545,Itel,Muzik 400,It 5092,"1,499","1,499",,4.1,"1,011 Ratings & 126 Reviews",Full Size,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,4 MB,4 MB,32 GB,microSD,Dedicated Slot,3000 mAh
546,Kechaoda,K-55 Plus,K-55 Plus,940,940,1% off,4,"7,072 Ratings & 672 Reviews",Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,512 MB,,,Dedicated Slot,850 mAh
547,Lava,A5,LF5000_A5,"1,399","1,399",,4.1,"3,595 Ratings & 380 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,24 MB,32 MB,32 GB,,Dedicated Slot,1000 mAh
548,Lava,A5,LF5000_A5,"1,280","1,280",1% off,4.1,"3,595 Ratings & 380 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,24 MB,32 MB,32 GB,,Dedicated Slot,1000 mAh
549,Apple,iPhone 12 Pro Max,MGDA3HN/A,"1,29,900","1,29,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,128 GB,,,,,
550,Samsung,Galaxy A21s,SM-A217FZSLINS,"18,999","17,499",7% off,4.2,"5,129 Ratings & 507 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,13MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
551,Realme,X,RMX1901,"20,999","20,999",,4.5,"42,756 Ratings & 5,207 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP + 5MP,Yes,16MP Front Camera,128 GB,8 GB,,,,3765 mAh
552,Lava,A5,LF5000_A5,"1,399","1,399",,4.1,"3,595 Ratings & 380 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,24 MB,32 MB,32 GB,,Dedicated Slot,1000 mAh
553,Itel,Muzik 400,It 5092,"1,499","1,499",,4.1,"1,011 Ratings & 126 Reviews",Full Size,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,4 MB,4 MB,32 GB,microSD,Dedicated Slot,3000 mAh
554,Apple,iPhone 12 Pro Max,MGDA3HN/A,"1,29,900","1,29,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,128 GB,,,,,
555,Realme,X,RMX1901,"20,999","20,999",,4.5,"42,756 Ratings & 5,207 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP + 5MP,Yes,16MP Front Camera,128 GB,8 GB,,,,3765 mAh
556,Samsung,Galaxy A21s,SM-A217FZSLINS,"18,999","17,499",7% off,4.2,"5,129 Ratings & 507 Reviews",Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,13MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
557,Philips,E102A,CTE102ABK/94,"1,379","1,379",1% off,,,Mini SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,0.08MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,1000 mAh
558,Itel,it2161,it2161,819,819,,4,230 Ratings & 12 Reviews,full size,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),No,0.3MP Rear Camera,No,,32 MB,32 MB,32 MB,Yes,Dedicated Slot,1000 mAh
559,Karbonn,k310n,K310n,780,780,2% off,3.8,"2,176 Ratings & 300 Reviews",Mini,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
560,Samsung,Galaxy A71,SM-A715FZB2INS/ SM-A715FZBWINS,"34,999","29,499",15% off,4.4,"4,536 Ratings & 603 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,64MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4500 mAh
561,Samsung,Galaxy Note 10 Plus,SM-N975FZKDINS / SM-N975FZK3INS,"85,000","54,999",35% off,4.6,"3,802 Ratings & 491 Reviews",,Dual Sim,Smartphones,Yes,17.27 cm (6.8 inch),Yes,12MP (Dual Aperture) + 12MP + 16MP + TOF,Yes,10MP Front Camera,256 GB,12 GB,1 TB,microSD,Hybrid Slot,4300 mAh
562,Kechaoda,K33,K33,970,970,,4.1,"3,337 Ratings & 255 Reviews",,Dual Sim,Feature Phones,No,3.56 cm (1.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
563,Kechaoda,K33,K33,954,954,,4.1,"3,337 Ratings & 255 Reviews",,Dual Sim,Feature Phones,No,3.56 cm (1.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
564,Kechaoda,K33,K33,949,949,,4.1,"3,337 Ratings & 255 Reviews",,Dual Sim,Feature Phones,No,3.56 cm (1.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
565,Redmi,Note 8 Pro,MZB8310IN,"17,999","17,999",,4.4,"78,328 Ratings & 6,796 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,64MP + 8MP + 2MP + 2MP,Yes,20MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,4500 mAh
566,Kechaoda,K116 Plus,K116 Plus,916,916,,4,"6,897 Ratings & 569 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,400 mAh
567,Apple,iPhone SE,MXVV2HN/A,"54,900","47,999",12% off,4.5,"77,260 Ratings & 6,780 Reviews",Nano + eSIM,Dual Sim,Smartphones,Yes,11.94 cm (4.7 inch),Yes,12MP Rear Camera,Yes,7MP Front Camera,256 GB,,,,,
