,Brand,Model_Name,Model_Number,Original_Price,Offered_Price,Discount,Rating,Rating_Count,Sim_Size,Sim_Type,Tech_Category,Touch_Screen,Display_Size,PCam_Avl,Primary_Camera,SCam_avl,Secondary_Camera,Int_Memory,RAM,Expandable_Memory,Memory_Card_Type,Memory_Card_Slot,Battery
568,TECNO,Spark Air 6,KE-6,"7,890","7,890",,4,49 Ratings & 3 Reviews,,Dual Sim,Smartphones,Yes,17.78 cm (7 inch),,13MP Rear Camera,,,32 GB,2 GB,,,Dedicated Slot,6000 mAh
569,Redmi,Redmi Note 9 Pro Max,M2003J6B1I,"17,599","17,399",1% off,4.4,"3,345 Ratings & 299 Reviews",,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),,64MP Rear Camera,,,64 GB,6 GB,,,Dedicated Slot,5020 mAh
570,Tork,T13 Banana,T13 Banana,849,849,,4,362 Ratings & 27 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,8 GB,Micro SD,Dedicated Slot,1000 mAh
571,Vivo,Y15,vivo 1901,"15,990","12,990",18% off,4.4,"29,799 Ratings & 2,215 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 2MP + 8MP,Yes,16MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
572,Vivo,Y15,vivo 1901,"15,990","12,990",18% off,4.4,"29,799 Ratings & 2,215 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 2MP + 8MP,Yes,16MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
573,Kechaoda,K66 Plus,K-66 Plus,940,940,,4,"18,350 Ratings & 1,584 Reviews",Micro,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,850 mAh
574,Samsung,Galaxy A71,SM-A715FZK2INS/ SM-A715FZKWINS,"34,999","29,499",15% off,4.4,"4,536 Ratings & 603 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,64MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4500 mAh
575,Vivo,U10,Vivo 1916/PD1928BF_IN,"10,990","10,990",,4.4,"42,216 Ratings & 3,085 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.13 cm (6.35 inch),Yes,13MP + 8MP + 2MP,Yes,8MP Front Camera,32 GB,3 GB,256 GB,microSD,Dedicated Slot,5000 mAh
576,I,K34 Combo of Two Mobiles,K34 Combo of Two Mobiles,"1,199","1,199",,3.7,281 Ratings & 26 Reviews,Full Size,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,32 MB,32 MB,,,Dedicated Slot,800 mAh
577,Nokia,110 DS 2020,12NESP21A01 / 12NKLP21A01,"1,929","1,929",,4,"6,134 Ratings & 491 Reviews",Mini SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1MP Rear Camera,,,4 MB,4 MB,32 MB,,Dedicated Slot,800 mAh
578,Kechaoda,A27,A27,922,922,,4.1,"2,289 Ratings & 219 Reviews",Micro SIM,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
579,Karbonn,K-Phone 1,K Phone1,"1,490","1,490",,3.9,645 Ratings & 58 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,1.3MP Rear Camera,,,160 MB,256 MB,,,,1400 mAh
580,Kechaoda,A27,A27,908,908,2% off,4.1,"2,289 Ratings & 219 Reviews",Micro SIM,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
581,Samsung,Galaxy M40,SM-M405F/DS,"17,069","15,924",6% off,4.2,"1,058 Ratings & 77 Reviews",,Dual Sim,Smartphones,Yes,16.0 cm (6.3 inch),,32MP Rear Camera,,,128 GB,6 GB,,,Hybrid Slot,3500 mAh
582,Itel,U10,U10,930,930,1% off,4.1,42 Ratings & 1 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1400 mAh
583,Itel,It 2190,It 2190,"1,049","1,049",,4.1,"1,344 Ratings & 128 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,Yes,0MP Front Camera,32 MB,32 MB,32 GB,microSD,Dedicated Slot,1000 mAh
584,Kechaoda,K28,K28,"1,057","1,057",,4.1,"1,120 Ratings & 108 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,16 GB,,Dedicated Slot,1700 mAh
585,Kechaoda,K28,K28,"1,087","1,087",,4.1,"1,120 Ratings & 108 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,16 GB,,Dedicated Slot,1700 mAh
586,OPPO,Reno3 Pro,CPH2035,"35,990","27,990",22% off,4.4,"3,252 Ratings & 329 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,64MP + 13MP + 8MP + 2MP,Yes,44MP + 2MP Dual Front Camera,256 GB,8 GB,256 GB,,Dedicated Slot,4025 mAh
587,Kechaoda,K6,K6,"1,060",890,16% off,3.9,403 Ratings & 38 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,16 GB,,Dedicated Slot,1200 mAh
588,Karbonn,KX80,KX80,"1,249","1,249",,3.2,29 Ratings & 3 Reviews,,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1450 mAh
589,MTR,Ferrari,Ferrari,"1,275","1,275",,4.1,"3,175 Ratings & 247 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,800 mAh
590,MTR,Ferrari,Ferrari,"1,275","1,275",,4.1,"3,175 Ratings & 247 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,800 mAh
591,Micromax,X516,X516,"1,999",848,57% off,3.9,"4,045 Ratings & 418 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
592,MTR,Ferrari,Ferrari,"1,275","1,275",,4.1,"3,175 Ratings & 247 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,800 mAh
593,Tecno,Spark 5 Pro,KD7,"11,250","10,240",8% off,4.3,164 Ratings & 5 Reviews,Nano + Nano,Dual Sim,Smartphones,Yes,16.64 cm (6.55 inch),Yes,16 MP + 2 MP + 2 MP + QVGA Quad AI Camera,Yes,8MP Front Camera,64 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
594,Apple,iPhone 12 Pro Max,MGDL3HN/A,"1,59,900","1,59,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,512 GB,,,,,
595,I,K44 Combo of Two Mobiles,K44 Combo of Two Mobiles,"1,199","1,199",,3.4,202 Ratings & 20 Reviews,Full Size,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,No,,64 MB,32 MB,8 GB,,Dedicated Slot,800 mAh
596,Samsung,Galaxy A31,SM-A315FZW1INS/ SM-A315FZWWINS,"23,999","18,999",20% off,4.3,"6,488 Ratings & 661 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.26 cm (6.4 inch),Yes,48MP + 8MP + 5MP + 5MP,Yes,20MP Front Camera,128 GB,6 GB,512 GB,microSD,Dedicated Slot,5000 mAh
597,Snexian,Rock,Rock,"1,196","1,196",,3.9,"7,138 Ratings & 487 Reviews",Normal,Dual Sim,Feature Phones,No,4.32 cm (1.7 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
598,Kechaoda,A26,A26,935,935,,4.1,"5,021 Ratings & 417 Reviews",Micro,Dual Sim,Feature Phones,No,1.68 cm (0.66 inch),,,,,32 MB,32 MB,16 GB,,Dedicated Slot,800 mAh
599,KXD,M3+,M3+,799,799,,4.6,10 Ratings & 0 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,2500 mAh
600,Karbonn,KX5,KX5,899,899,,4,132 Ratings & 15 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
601,Apple,iPhone 12 Pro Max,MGDD3HN/A,"1,39,900","1,39,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,256 GB,,,,,
602,OPPO,Reno4 Pro,CPH2109,"37,990","34,990",7% off,4.4,"1,617 Ratings & 200 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 8MP + 2MP + 2MP,Yes,32MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4000 mAh
603,Lava,Z61 Pro,Z61P,"6,499","5,777",11% off,4,"2,193 Ratings & 274 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,13.84 cm (5.45 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,microSD,Dedicated Slot,3100 mAh
604,Lava,Z61 Pro,Z61P,"6,499","5,777",11% off,4,"2,193 Ratings & 274 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,13.84 cm (5.45 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,microSD,Dedicated Slot,3100 mAh
605,Easyfone,Marvel,Marvel,"2,790","2,699",3% off,4,64 Ratings & 9 Reviews,Normal SIM,Dual Sim,Feature Phones,No,5.59 cm (2.2 inch),Yes,,No,,32 MB,32 MB,16 MB,microSD,Dedicated Slot,1000 mAh
606,Lava,Z61 Pro,Z61p,"6,499","5,777",11% off,4,"2,193 Ratings & 274 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,13.84 cm (5.45 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,microSD,Dedicated Slot,3100 mAh
607,Apple,iPhone 11 Pro,MWCG2HN/A,"1,40,300","1,09,999",21% off,4.6,"5,661 Ratings & 425 Reviews",Nano SIM and eSIM,Dual Sim,Smartphones,Yes,14.73 cm (5.8 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,512 GB,,,,,
608,Micromax,X412,X412,"1,010","1,010",,3.9,"7,633 Ratings & 664 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
609,Micromax,X412,X412,879,879,,3.9,"7,633 Ratings & 664 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
610,OPPO,A5 2020,CPH1933,"13,750","13,750",,4.4,"6,627 Ratings & 505 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,12MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,,,Dedicated Slot,5000 mAh
611,OPPO,A5 2020,CPH1933,"13,989","13,750",1% off,4.4,"6,627 Ratings & 505 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,12MP + 8MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,4 GB,,,Dedicated Slot,5000 mAh
612,Kechaoda,K116 Plus,K116-Plus,918,918,,4,"6,897 Ratings & 569 Reviews",,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,400 mAh
613,Kechaoda,K10,K10,907,907,,4,"7,218 Ratings & 551 Reviews",Micro SIM,Single Sim,Feature Phones,No,1.68 cm (0.66 inch),No,,No,,32 MB,32 MB,,,Dedicated Slot,300 mAh
614,Samsung,Galaxy J2 Core,SM-J260GZDIINS,"6,899","6,899",,4.2,"10,405 Ratings & 852 Reviews",Micro,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,1 GB,256 GB,microSD,Dedicated Slot,2600 mAh
615,Micromax,X809,X809,"1,189","1,189",,3.9,"1,476 Ratings & 129 Reviews",,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,1MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
616,Kechaoda,K60,K60,"1,434","1,434",,4,897 Ratings & 95 Reviews,Normal SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,No,0.3MP Front Camera,32 MB,32 MB,16 GB,,Dedicated Slot,3600 mAh
617,Itel,IT5608,IT5608,"1,145","1,095",4% off,4,15 Ratings & 1 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,64 MB,,,Dedicated Slot,2500 mAh
618,Kechaoda,K33,K33,940,940,2% off,4.1,"3,337 Ratings & 255 Reviews",,Dual Sim,Feature Phones,No,3.56 cm (1.4 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
619,Redmi,Redmi Note 7,M1901F7I,"12,690","11,990",5% off,4.5,"1,77,342 Ratings & 16,556 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.0 cm (6.3 inch),Yes,12MP + 2MP,Yes,13MP Front Camera,64 GB,4 GB,256 GB,microSD,Hybrid Slot,4000 mAh
620,I,K37,K37,799,799,,3.6,"2,132 Ratings & 183 Reviews",Normal,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,1500 mAh
621,Itel,it5607,it5607,"1,149","1,149",,4.1,393 Ratings & 37 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
622,Samsung,Galaxy A10s,SM-A107FZBDINS,"9,789","9,299",5% off,4.4,"2,417 Ratings & 189 Reviews",,Dual Sim,Smartphones,Yes,15.75 cm (6.2 inch),Yes,13MP + 2MP,,8MP Front Camera,32 GB,2 GB,512 GB,,,4000 mAh
623,Samsung,Galaxy A51,SM-A515FZK2INS/ SM-A515FZKHINS,"29,999","24,499",18% off,4.3,"2,235 Ratings & 227 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4000 mAh
624,nuvo,NF18-BW,One (Black &White),699,699,,3.6,105 Ratings & 10 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,800 mAh
625,Nokia,C3,SP01Z01Z2250Y,"8,499","7,199",15% off,4,335 Ratings & 33 Reviews,Nano,Dual Sim,Smartphones,Yes,15.21 cm (5.99 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,128 GB,microSD,Dedicated Slot,3040 mAh
626,Itel,Magic2Max,it6330,"1,645","1,497",8% off,4,36 Ratings & 9 Reviews,,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,1.3MP Rear Camera,,,64 KB,64 MB,,,,1900 mAh
627,I,K30,K30,789,789,,3.6,429 Ratings & 46 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,1000 mAh
628,Itel,Vision1,Vision1,"6,990","6,990",,4,73 Ratings & 9 Reviews,Micro,Dual Sim,Smartphones,Yes,15.46 cm (6.088 inch),Yes,8MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,128 GB,Micro SD,Dedicated Slot,4000 mAh
629,Samsung,Galaxy A51,SM-A515FZB2INS/ SM-A515FZBHINS,"29,999","24,499",18% off,4.3,"2,235 Ratings & 227 Reviews",Nano SIM,Dual Sim,Smartphones,Yes,16.51 cm (6.5 inch),Yes,48MP + 12MP + 5MP + 5MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,,Dedicated Slot,4000 mAh
630,Gfive,U873 Combo of Two,U873 Combo of Two,"1,399","1,399",,3.7,281 Ratings & 26 Reviews,Full Size SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
631,Vivo,Y91i,vivo 1820,"8,199","8,149",,4.3,"35,906 Ratings & 2,596 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP Rear Camera,Yes,5MP Front Camera,16 GB,2 GB,256 GB,microSD,Dedicated Slot,4030 mAh
632,OPPO,A15,CPH2185,"10,385","10,385",,4.3,22 Ratings & 1 Reviews,NANO,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),,13MP Rear Camera,,,32 GB,3 GB,,,Dedicated Slot,4230 mAh
633,OPPO,A15,CPH2185,"10,449","10,449",,4.3,22 Ratings & 1 Reviews,,Dual Sim,Smartphones,Yes,16.56 cm (6.52 inch),,13MP Rear Camera,,,32 GB,3 GB,,,Dedicated Slot,4230 mAh
634,BlackZone,S16,S16,948,948,,4,16 Ratings & 2 Reviews,Dual SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,64 MB,64 MB,32 GB,,Dedicated Slot,3000 mAh
635,Karbonn,K7 Power,K7 Power,"1,099","1,099",,3.7,"1,418 Ratings & 175 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,32 MB,32 MB,32 GB,,Dedicated Slot,2700 mAh
636,Itel,A48,A48,"5,999","5,999",,4,21 Ratings & 1 Reviews,NAno,Dual Sim,Smartphones,Yes,15.49 cm (6.1 inch),Yes,5MP Rear Camera,Yes,5MP Front Camera,32 GB,2 GB,128 GB,Micro SD,Dedicated Slot,3000 mAh
637,Lava,34 Plus,8904247509956,"1,568","1,568",1% off,4.1,663 Ratings & 64 Reviews,Mini SIM,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,1.3MP Rear Camera,,,32 MB,32 MB,32 GB,,Dedicated Slot,2500 mAh
638,KXD,M8,M8,"1,099",725,34% off,3.9,49 Ratings & 13 Reviews,Micro SIM,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),Yes,1.3MP Rear Camera,No,,32 MB,32 MB,32 GB,Micro SD,Dedicated Slot,1000 mAh
639,Coolpad,Mega 5M,1804,"4,399","3,680",16% off,3.6,"1,151 Ratings & 100 Reviews",,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,5MP Rear Camera,Yes,2MP Front Camera,16 GB,1 GB,32 GB,microSD,Dedicated Slot,2000 mAh
640,ITEL,ACE,It 2161,764,764,1% off,4,116 Ratings & 6 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
641,Gfive,A2,A2,739,739,,3.8,51 Ratings & 4 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1000 mAh
642,Jmax,J15,J15,"1,299","1,299",,3.6,24 Ratings & 2 Reviews,,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,1.3MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,2500 mAh
643,Honor,9X,STK-L22,"19,999","16,999",15% off,4.3,"2,228 Ratings & 198 Reviews",,Dual Sim,Smartphones,Yes,16.74 cm (6.59 inch),Yes,48MP + 8MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,512 GB,microSD,Hybrid Slot,4000 mAh
644,Honor,9X,STK-L22,"15,999","15,999",,4.3,"18,379 Ratings & 1,896 Reviews",,Dual Sim,Smartphones,Yes,16.74 cm (6.59 inch),Yes,48MP + 8MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,512 GB,microSD,Hybrid Slot,4000 mAh
645,BlackZone,B-350,B-350,639,639,,3.9,227 Ratings & 29 Reviews,Dual SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),,0.3MP Rear Camera,,,64 MB,64 MB,,,Dedicated Slot,1000 mAh
646,Forme,Duos 1900,Duos 1900,"1,049","1,049",,4,127 Ratings & 13 Reviews,FULL SIZE,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),Yes,0.3MP + 0.3MP,No,,32 MB,32 MB,16 GB,NA,Dedicated Slot,1900 mAh
647,I,K-60,K 60,"1,799","1,699",5% off,3.8,230 Ratings & 25 Reviews,,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,1500 mAh
648,Nokia,2.3,TA-1209,"9,999","7,899",21% off,4,"1,396 Ratings & 182 Reviews",Nano,Dual Sim,Smartphones,Yes,15.75 cm (6.2 inch),Yes,13MP + 2MP,Yes,5MP Front Camera,32 GB,2 GB,512 GB,microSD,Dedicated Slot,4000 mAh
649,Vivo,Y19,Vivo 1915/PD1934F_EX,"15,490","15,490",,4.4,"7,124 Ratings & 528 Reviews",Nano SIM + Nano SIM,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,16MP + 8MP + 2MP,Yes,16MP Front Camera,128 GB,4 GB,256 GB,microSD,Dedicated Slot,5000 mAh
650,I,K3310 Combo Of Two Mobile,K3310,"1,199","1,199",,3.7,"8,868 Ratings & 888 Reviews",,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,8 GB,,Dedicated Slot,800 mAh
651,Realme,X,RMX1901,"17,999","17,999",,4.5,"1,05,474 Ratings & 13,585 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,16.59 cm (6.53 inch),Yes,48MP + 5MP,Yes,16MP Front Camera,128 GB,4 GB,,,,3765 mAh
652,Redmi,Redmi 8A Dual,M2001C3K3I,"9,476","8,660",8% off,4.2,"10,342 Ratings & 702 Reviews",Nano + Nano,Dual Sim,Smartphones,Yes,15.8 cm (6.22 inch),Yes,13MP + 2MP,Yes,8MP Front Camera,64 GB,3 GB,512 GB,,Dedicated Slot,5000 mAh
653,Vivo,Y20,V2029,"17,990","13,990",22% off,4.4,"3,071 Ratings & 200 Reviews",Nano,Dual Sim,Smartphones,Yes,16.54 cm (6.51 inch),Yes,13MP + 2MP + 2MP,Yes,8MP Front Camera,64 GB,6 GB,256 GB,microSD,Dedicated Slot,5000 mAh
654,Redmi,Redmi Note 9 Pro Max,M2003J6B1I,"22,995","22,995",,4.4,"1,054 Ratings & 88 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,64MP + 8MP,Yes,32MP Front Camera,128 GB,8 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
655,Redmi,Redmi Note 9 Pro,M2003J6A1I,"14,980","14,458",3% off,4.3,"8,606 Ratings & 629 Reviews",Nano,Dual Sim,Smartphones,Yes,16.94 cm (6.67 inch),Yes,48MP + 8MP + 5MP + 2MP,Yes,16MP Front Camera,64 GB,4 GB,512 GB,MicroSD,Dedicated Slot,5020 mAh
656,Apple,iPhone 12 Mini,MGE93HN/A,"84,900","84,900",,4.6,199 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,13.72 cm (5.4 inch),Yes,12MP + 12MP,Yes,12MP Front Camera,256 GB,,,,,
657,Kechaoda,K28,K28,"1,070","1,070",,4.1,"1,120 Ratings & 108 Reviews",Normal,Dual Sim,Feature Phones,No,6.1 cm (2.4 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,1700 mAh
658,Realme,5 Pro,RMX1971,"17,999","17,999",,4.5,"78,255 Ratings & 7,709 Reviews",Dual Nano SIM and TF,Dual Sim,Smartphones,Yes,16.0 cm (6.3 inch),Yes,48MP + 8MP + 2MP + 2MP Quad Camera,,16MP Front Camera,128 GB,8 GB,256 GB,microSD,Dedicated Slot,4035 mAh
659,Micromax,X419,x419,"1,849",999,45% off,4.1,158 Ratings & 14 Reviews,,Dual Sim,Feature Phones,No,4.5 cm (1.77 inch),,0.8MP Rear Camera,,,32 MB,32 MB,,,Dedicated Slot,1750 mAh
660,OPPO,F17,CPH2095,"20,990","16,990",19% off,4.3,"2,413 Ratings & 194 Reviews",Nano,Dual Sim,Smartphones,Yes,16.36 cm (6.44 inch),Yes,16MP + 8MP + 2MP + 2MP,Yes,16MP Front Camera,128 GB,6 GB,,,Dedicated Slot,4015 mAh
661,Redmi,Redmi Note 6 Pro,M1806E7TI / MZB6883IN,"13,499","12,399",8% off,4.5,"1,25,590 Ratings & 10,977 Reviews",Dual Nano SIM,Dual Sim,Smartphones,Yes,15.9 cm (6.26 inch),Yes,12MP + 5MP,Yes,20MP + 2MP Dual Front Camera,64 GB,6 GB,256 GB,microSD,Hybrid Slot,4000 mAh
662,Gfive,U707,U707,739,739,,3.6,"3,770 Ratings & 432 Reviews",Normal SIM,Dual Sim,Feature Phones,No,4.57 cm (1.8 inch),Yes,0.3MP Rear Camera,,,64 MB,32 MB,16 GB,,Dedicated Slot,950 mAh
663,Itel,A25 Pro,L5002P,"5,999","4,999",16% off,3.7,51 Ratings & 6 Reviews,Nano,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,5MP Rear Camera,Yes,2MP Front Camera,32 GB,2 GB,32 GB,microSD,Dedicated Slot,3020 mAh
664,Itel,A25 Pro,L5002P,"5,999","4,999",16% off,3.7,51 Ratings & 6 Reviews,Nano,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,5MP Rear Camera,Yes,2MP Front Camera,32 GB,2 GB,32 GB,microSD,Dedicated Slot,3020 mAh
665,Itel,A25 Pro,L5002P,"5,999","4,999",16% off,3.7,51 Ratings & 6 Reviews,Nano,Dual Sim,Smartphones,Yes,12.7 cm (5 inch),Yes,5MP Rear Camera,Yes,2MP Front Camera,32 GB,2 GB,32 GB,microSD,Dedicated Slot,3020 mAh
666,Apple,iPhone 12 Pro Max,MGDG3HN/A,"1,59,900","1,59,900",,4.7,185 Ratings & 16 Reviews,Nano + eSIM,Dual Sim,Smartphones,Yes,17.02 cm (6.7 inch),Yes,12MP + 12MP + 12MP,Yes,12MP Front Camera,512 GB,,,,,
667,I,K50,K50,899,899,,3.7,"3,154 Ratings & 363 Reviews",,Dual Sim,Feature Phones,No,7.11 cm (2.8 inch),,0.3MP Rear Camera,,,64 MB,32 MB,,,Dedicated Slot,2000 Mah
